id_article;id_proceeding
5457544;5746701
5457559;2497766
5457657;2539457
5457684;2517046
5457690;6661263
5457693;2548511
5457698;2495946
5457712;6740583
5457730;6686792
5457746;6858269
5457776;6693981
5457790;2487231
5457821;6066197
5457849;2493670
5457856;6716531
5457889;2486994
5457893;2549221
5457919;2526541
5457931;6320050
5458006;2531977
5458025;6861470
5458042;6830708
5458053;6666767
5458081;6747400
5458085;5746701
5458088;2554372
5458097;2534849
5458118;2529345
5458121;6066197
5458125;2487995
5458164;2494439
5458170;2540436
5458179;6676459
5458185;6034179
5458214;7151206
5458222;6796393
5458242;6759560
5458254;6840622
5458258;6777812
5458259;2517053
5458260;6867469
5458280;6840622
5458309;2539629
5458328;5746721
5458370;6657430
5458387;6872109
5458409;6714352
5458424;6861470
5458448;2486587
5458485;6033978
5458510;6797675
5458538;6034169
5458559;6657430
5458614;6763352
5458624;2534189
5458631;2552085
5458651;2499838
5458659;6774764
5458664;6868881
5458693;4141421
5458695;2483344
5458736;6708127
5458768;2535108
5458772;6774161
5458872;2696294
5458898;6738219
5458914;7151173
5458925;2549950
5458928;7151128
5458941;5659162
5458961;7024699
5458990;6676105
5458998;2551029
5459014;2481977
5459016;6874268
5459031;6745229
5459044;2481169
5459054;2533851
5459082;2515276
5459104;4713051
5459110;5504271
5459172;2513213
5459180;6725213
5459221;6704213
5459264;2550637
5459265;2529172
5459271;6860201
5459280;6672899
5459290;6690767
5459381;2518191
5459393;2485461
5459401;2547386
5459413;2491102
5459439;2516999
5459462;6673876
5459478;2484377
5459484;6974389
5459495;2492036
5459498;2499583
5459501;6707560
5459522;6684909
5459546;6683433
5459548;6745229
5459568;2548410
5459576;4707715
5459607;6320100
5459616;2516594
5459634;2539641
5459645;6693981
5459654;2696294
5459687;2554275
5459695;2528320
5459700;6845200
5459736;2507977
5459783;6361989
5459820;2534325
5459839;3940646
5459869;2529569
5459878;2516891
5459885;6362163
5459948;2516045
5459955;2493707
5459968;6733012
5459984;2518089
5459992;2492527
5460056;2524956
5460063;2497454
5460069;2486899
5460082;2552953
5460173;6868881
5460211;6743872
5460217;3769499
5460231;2536323
5460272;2550911
5460277;2550075
5460282;2517707
5460283;6034066
5460299;7151182
5460300;2484377
5460332;6673876
5460338;6066102
5460342;2543112
5460355;6034033
5460357;6725642
5460362;2554429
5460375;6654722
5460382;5746697
5460386;2529375
5460396;6874544
5460410;7151186
5460411;2523615
5460415;6814792
5460430;2517053
5460444;2486721
5460514;7151099
5460553;2514971
5460586;2536504
5460595;2486587
5460610;6654722
5460611;5335365
5460639;6682764
5460644;2497101
5460649;6755864
5460678;4707858
5460691;6362243
5460710;6736071
5460713;6650304
5460732;6859552
5460733;7151053
5460756;2489567
5460776;6810771
5460801;3872653
5460853;2483432
5460866;2529172
5460885;2535073
5460907;2518870
5460919;6661669
5460969;6066226
5460982;2486489
5460992;2554658
5460996;7151162
5461042;2590576
5461046;6704213
5461062;6725843
5461085;6675274
5461144;2537567
5461146;2518157
5461171;2486797
5461189;2494078
5461199;5659244
5461202;2517790
5461203;2480661
5461206;2494785
5461227;6830628
5461230;7150986
5461245;6787384
5461267;6715926
5461268;2516682
5461273;2501593
5461294;2487569
5461311;2505982
5461324;6855381
5461360;2529345
5461368;6783423
5461371;2494807
5461405;2483882
5461416;2493161
5461459;2554452
5461465;6812947
5461472;2491099
5461487;6034176
5461492;7151169
5461501;5746742
5461507;2534581
5461524;7151256
5461572;2483170
5461574;6714941
5461591;7151236
5461592;2536003
5461594;6743872
5461596;6736887
5461648;2482641
5461654;6841233
5461672;6693981
5461675;6320026
5461678;2550132
5461682;2550125
5461730;3872411
5461736;6823921
5461760;2508462
5461774;2489861
5461804;2483292
5461837;4713039
5461874;6687694
5461882;6878877
5461908;7151236
5461994;3872536
5461997;6689468
5461998;2517132
5462049;6034179
5462094;7151115
5462099;6320100
5462105;2520418
5462114;2485851
5462118;2554639
5462143;6320026
5462165;2541101
5462174;6797873
5462176;6754255
5462222;6707560
5462243;2548140
5462259;2545259
5462265;2488981
5462275;6830954
5462310;6672922
5462315;2492572
5462339;6794610
5462344;5746839
5462432;2532761
5462444;2487950
5462448;6812913
5462563;6885885
5462583;4708009
5462651;6066330
5462659;2529166
5462689;2493274
5462780;6830603
5462789;6066197
5462806;6872476
5462857;2551944
5462868;6725843
5462933;6659690
5462948;2549950
5462980;2543141
5463011;6033958
5463021;5388264
5463043;2538004
5463050;6733012
5463055;2532122
5463129;6672899
5463141;4465421
5463143;6876682
5463153;6875464
5463168;2539849
5463184;2493909
5463224;2497241
5463242;5659256
5463245;5746839
5463260;7151099
5463276;2498166
5463321;2516396
5463329;2497766
5463335;2494807
5463344;2533578
5463374;6600529
5463376;6740081
5463378;6742009
5463379;7151177
5463430;6777805
5463442;6811565
5463476;2492112
5463500;2539641
5463519;6840622
5463539;2538638
5463568;2534054
5463587;2486356
5463597;2499360
5463598;6794610
5463602;7151052
5463624;7151182
5463669;2480708
5463682;6362078
5463705;2529086
5463722;2530014
5463752;2520630
5463763;5388380
5463784;6832464
5463794;6675274
5463798;6659690
5463816;2554144
5463824;2532507
5463829;2536278
5463840;7151251
5463864;7151053
5463911;2540413
5463914;2487129
5463918;2529251
5463924;2480865
5463964;7151038
5463987;6783423
5464017;6813589
5464038;4713008
5464054;7151052
5464058;2501087
5464076;2495295
5464100;2481784
5464101;4031229
5464114;6034068
5464121;2493712
5464123;6743872
5464129;2483292
5464179;2528925
5464210;6362140
5464240;6728587
5464267;5388279
5464268;6820861
5464308;6720396
5464319;2493290
5464328;2485788
5464338;2495785
5464345;6880099
5464353;5504327
5464372;2528780
5464387;2496863
5464483;6656327
5464545;2534547
5464549;6796596
5464550;2491682
5464560;4309183
5464564;6361989
5464576;2516665
5464591;5388264
5464614;2482124
5464618;6974441
5464624;6362081
5464642;6797070
5464654;4141414
5464656;2491199
5464660;2519458
5464710;7024669
5464714;6686792
5464723;2528842
5464728;2551944
5464760;2485461
5464796;5746798
5464830;4140979
5464834;2489991
5464851;6066080
5464876;2517868
5464890;2497501
5464914;6674525
5465004;2513347
5465012;6714941
5465013;6836585
5465067;6361963
5465076;6856825
5465093;6729303
5465100;6696538
5465122;6733012
5465197;5504314
5465210;6683433
5465211;7151216
5465239;6066120
5465244;2513347
5465246;2482296
5465267;2518455
5465281;6689468
5465301;6654627
5465323;6715926
5465349;2530014
5465353;2516912
5465360;2491099
5465370;6833054
5465430;6033973
5465435;2551176
5465468;7151112
5465495;6736215
5465500;6833590
5465502;6836585
5465516;2498416
5465533;2484286
5465552;6320100
5465611;6736215
5465621;6766307
5465623;2491231
5465628;2520418
5465668;6756551
5465688;2497094
5465731;7151065
5465737;2487568
5465786;2516396
5465788;4565814
5465794;6066108
5465859;2489335
5465879;6788111
5465888;2520394
5465889;5746801
5465892;2515542
5465901;5746751
5465902;2519302
5465964;2540313
5465981;6651915
5465984;2485467
5465989;2517492
5466018;2534325
5466054;5504309
5466135;2533268
5466149;2489510
5466161;2536338
5466178;2549269
5466180;6736749
5466191;2529345
5466237;2517790
5466261;6827972
5466269;4031044
5466271;2491862
5466275;6034151
5466291;6855381
5466295;2481017
5466412;6362124
5466433;2534547
5466444;2536071
5466478;2491682
5466485;2490636
5466488;6810771
5466491;2550303
5466515;6716119
5466535;2537361
5466563;6875464
5466565;6820861
5466570;2481777
5466631;2517767
5466643;6700611
5466664;5335379
5466668;2554275
5466683;6320026
5466696;2554372
5466708;2516076
5466741;2499583
5466765;6672922
5466769;5388317
5466778;6776054
5466789;2482886
5466828;2482702
5466842;6801104
5466856;6819957
5466890;2549950
5466934;6846883
5466951;6786199
5466984;2523615
5466987;2519017
5467047;2487568
5467102;6654997
5467119;6827406
5467143;6802534
5467184;4707914
5467197;6746238
5467205;7151038
5467223;6320038
5467237;6776230
5467284;2539837
5467322;7151249
5467336;6830708
5467337;2499940
5467365;2495617
5467389;2516444
5467487;2535508
5467493;6797873
5467518;2493940
5467519;2493909
5467537;6797675
5467578;2491826
5467627;6796393
5467636;6710389
5467640;6820672
5467641;6714970
5467646;2486307
5467688;7151052
5467700;2482480
5467714;4141726
5467761;2535286
5467762;2518471
5467765;2485851
5467769;2484169
5467821;6974441
5467846;6974367
5467871;6797070
5467921;2519576
5467987;2502005
5468009;7151166
5468014;2499255
5468016;2485437
5468037;2516707
5468050;2537160
5468052;6827852
5468074;6775291
5468098;2516857
5468099;2517654
5468101;2516707
5468133;2483941
5468135;6684909
5468152;6682869
5468163;4465420
5468174;6362258
5468182;6736749
5468212;6033973
5468235;6361962
5468240;6786199
5468251;2548511
5468278;6974388
5468344;2516396
5468347;6650602
5468352;6738219
5468364;2529262
5468374;6825891
5468432;2488909
5468437;6816286
5468459;6835640
5468483;2497454
5468493;6741399
5468501;2536003
5468503;6686792
5468505;6654997
5468562;2533729
5468569;5335414
5468571;2534581
5468580;6797675
5468586;2540095
5468590;6650858
5468593;7151166
5468597;6734829
5468654;6853646
5468658;6776928
5468665;2516444
5468668;6033993
5468671;2491885
5468687;2492082
5468689;2548891
5468697;6033993
5468703;6742548
5468732;3872764
5468734;2490394
5468735;6702646
5468744;5659170
5468745;2540514
5468785;6861470
5468806;2535223
5468816;6741399
5468819;6034068
5468877;4140956
5468896;7151128
5468910;4031229
5468927;2489568
5468937;2553104
5468946;2491891
5468947;2552085
5468963;6774764
5468966;2492061
5468975;7151186
5469000;2494754
5469015;6853439
5469029;2482102
5469083;2489861
5469091;7151173
5469104;2529172
5469133;2490560
5469141;2516863
5469144;2487403
5469169;2544002
5469170;2491232
5469189;6763973
5469207;6974426
5469219;7151017
5469237;2497488
5469248;6651218
5469271;6876375
5469283;2532055
5469317;6736749
5469337;5659208
5469373;6362078
5469375;2518608
5469383;2493973
5469411;2494807
5469418;6793727
5469425;2481585
5469453;5746625
5469456;6974356
5469494;6743872
5469511;2489907
5469517;2511672
5469561;6736215
5469564;6034156
5469589;6652785
5469623;2489180
5469637;6320027
5469642;2554587
5469669;7151112
5469672;2538937
5469796;6362124
5469817;2493651
5469823;4141654
5469870;2528193
5469889;5504305
5469931;3873125
5469968;6974426
5470035;6754555
5470148;2536338
5470152;2484169
5470188;2779132
5470214;2494708
5470215;2590632
5470243;6713001
5470255;2492572
5470260;2481678
5470281;2551826
5470286;6667346
5470317;6651769
5470321;2541585
5470326;5504278
5470332;6793727
5470333;2548140
5470351;6737060
5470362;6754876
5470407;2482702
5470408;5659215
5470431;6776744
5470458;6807972
5470472;2493863
5470473;2537361
5470491;6320100
5470498;2493274
5470513;6858269
5470539;6724005
5470576;6776744
5470580;2486504
5470588;2495896
5470601;6778927
5470645;2493628
5470664;2489907
5470692;6736887
5470698;6320027
5470713;2486113
5470715;2532790
5470764;6830628
5470770;6832490
5470778;6850811
5470853;6671241
5470909;2532525
5470910;2532525
5470924;6767297
5470925;2510938
5470935;2492527
5470937;6034276
5470947;2498166
5470956;4141842
5470990;2518502
5471007;3872874
5471011;2483453
5471017;6034136
5471022;2546328
5471027;6742009
5471107;2489991
5471142;2485840
5471153;2511468
5471154;2493651
5471158;2525101
5471177;2482296
5471207;2516444
5471231;2554146
5471276;2534748
5471342;6781929
5471346;7151151
5471375;2491802
5471383;6066175
5471385;2543051
5471404;2486215
5471409;6034042
5471429;6669838
5471434;2486215
5471440;7151099
5471486;2548283
5471502;6362003
5471537;6737890
5471544;2486994
5471587;6034176
5471641;6745229
5471670;6669838
5471715;2538937
5471717;2520630
5471759;6754555
5471771;2496596
5471858;6033946
5471889;6756909
5471910;5746857
5471941;2529438
5471954;2551082
5471964;2542417
5471976;2535505
5471987;2482124
5472033;7150972
5472062;6974457
5472063;2549073
5472086;2533536
5472091;6714970
5472092;6839226
5472093;5437504
5472096;5659162
5472106;6034146
5472111;6974318
5472123;2554057
5472140;2590576
5472151;2520464
5472219;2493725
5472220;2552487
5472252;2486994
5472280;2517868
5472329;2543078
5472330;7151038
5472352;2539764
5472374;2518870
5472375;7151077
5472387;6792728
5472389;2554538
5472396;2541279
5472400;6869639
5472413;6749452
5472432;2513321
5472433;4707893
5472434;2481844
5472468;3872398
5472499;6783680
5472500;2486485
5472501;2516891
5472506;2508462
5472511;6704213
5472556;2515542
5472558;6777812
5472608;6785634
5472618;6759560
5472634;2535684
5472640;6797675
5472681;6841233
5472691;2518157
5472756;6714941
5472757;2486844
5472798;2497071
5472804;2486215
5472805;6736887
5472813;2485461
5472829;6659952
5472847;6655344
5472851;2550827
5472871;6661669
5472874;6875464
5472894;6876278
5472930;5746721
5472937;6786981
5472962;6733829
5473009;6066330
5473096;2550797
5473115;2492167
5473123;4031306
5473158;6362243
5473165;2498592
5473237;4707619
5473243;6694358
5473255;6727340
5473256;6034178
5473271;7151219
5473307;2543027
5473318;6855381
5473345;2547920
5473365;2551646
5473371;6320057
5473395;2490871
5473396;2490239
5473424;2486127
5473436;2509575
5473462;4141654
5473489;2484469
5473490;6830603
5473519;6740583
5473537;6885709
5473552;6736749
5473567;2494807
5473571;2534186
5473597;6974389
5473602;6654722
5473642;7151273
5473724;2486611
5473728;5746751
5473769;4707893
5473780;2549384
5473822;2529086
5473827;6827406
5473836;6885457
5473844;2486587
5473845;6034042
5473873;2517132
5473890;6868881
5473899;7151219
5473926;6361906
5473929;2533536
5473956;2501647
5473971;2481421
5473989;6725213
5474006;6853646
5474017;6657286
5474080;5388294
5474082;7150976
5474090;2520356
5474154;2538194
5474172;2520361
5474175;6034136
5474185;2494851
5474207;2517483
5474229;2492140
5474254;7151262
5474261;3873049
5474268;6757221
5474304;2491247
5474350;6974366
5474361;2498155
5474365;2533578
5474400;6810771
5474416;6033958
5474417;2549384
5474424;2483129
5474471;6790214
5474512;2548259
5474568;5388359
5474592;2528219
5474623;6034156
5474642;6653306
5474659;3872397
5474670;2487382
5474678;3769556
5474679;7151038
5474692;2492171
5474694;2501588
5474718;2520314
5474725;2551098
5474747;6034033
5474749;2496289
5474756;6320100
5474792;6731223
5474795;5746740
5474810;7151120
5474815;6876946
5474817;6883379
5474826;2512639
5474832;2536164
5474844;5659214
5474869;2554689
5474910;6876946
5474924;6066355
5474927;2486043
5474965;6805210
5474978;2491777
5475011;2551098
5475020;6674525
5475021;2486131
5475033;6821439
5475055;2498282
5475156;2492952
5475230;2549110
5475231;6361926
5475237;4566153
5475244;2533265
5475264;5388380
5475271;6728587
5475281;6852982
5475324;4141180
5475334;6876946
5475338;5504305
5475340;2486504
5475377;2486456
5475389;6858269
5475402;2548283
5475429;2483953
5475437;6729002
5475442;6033993
5475449;6600529
5475586;2551176
5475608;2494105
5475616;3872874
5475651;5504314
5475693;6362081
5475702;5746650
5475712;7150972
5475777;2493725
5475811;2511317
5475817;5504290
5475830;6666767
5475868;2481611
5475906;6729303
5475908;4500984
5475909;6691115
5475912;6362140
5475913;4141391
5475927;6776744
5475931;2542443
5475933;6858252
5475947;2517767
5475959;6362219
5475966;6362163
5475976;6827972
5475978;2549480
5476056;6066355
5476090;6361989
5476100;2531004
5476170;6694358
5476173;6868881
5476175;5659208
5476215;6717694
5476244;2528193
5476292;6661669
5476305;6671010
5476369;2498469
5476389;5659256
5476397;2493735
5476424;2539723
5476427;6680406
5476437;2520077
5476480;2549078
5476488;6830628
5476491;2491688
5476498;6852982
5476505;2486043
5476532;2493271
5476557;6361989
5476572;6066108
5476587;6716099
5476595;6034063
5476597;2493735
5476609;2494785
5476627;2494712
5476638;2481743
5476669;6066226
5476685;6034033
5476687;2482611
5476724;2501593
5476729;6066042
5476732;5659210
5476735;6846883
5476737;2493161
5476738;6737890
5476741;2529742
5476792;2487217
5476793;6320059
5476799;6361951
5476825;2488981
5476826;2487132
5476964;6674525
5477037;6765383
5477074;2533729
5477094;5659170
5477106;6767297
5477131;2552374
5477145;2528587
5477158;6781929
5477163;2516594
5477173;6785634
5477174;2481844
5477181;6787382
5477215;6819957
5477235;2533981
5477243;6686998
5477248;7151251
5477252;5746751
5477322;4713051
5477354;6783423
5477379;6704213
5477393;2524956
5477425;6776744
5477483;2520361
5477486;5388369
5477494;2539849
5477513;2511672
5477529;2496016
5477620;2548239
5477629;5746801
5477656;6844748
5477669;7151177
5477688;6661263
5477699;2491965
5477708;6776744
5477735;5746857
5477746;6701903
5477747;2513321
5477748;6760042
5477762;2529150
5477765;6362169
5477804;6693162
5477814;2485606
5477817;2480645
5477826;7151052
5477852;6838079
5477862;6683433
5477863;2505982
5477870;7151053
5477879;2534054
5477885;6714352
5477931;5746773
5477958;2548891
5477990;7151099
5478006;7151038
5478040;2483119
5478058;7151256
5478091;2528852
5478133;5335340
5478169;2492235
5478172;6034151
5478205;6320038
5478209;6776928
5478232;5388283
5478317;2534248
5478321;2513325
5478330;2482102
5478333;6034156
5478344;6786981
5478346;5659215
5478368;6320059
5478369;2507977
5478370;6034068
5478386;6729002
5478397;6790477
5478409;2517483
5478425;6651769
5478436;6802541
5478478;6736215
5478484;6033917
5478486;6846543
5478499;6034156
5478508;2490394
5478562;2484363
5478599;2550478
5478601;6653117
5478652;2497488
5478658;2483070
5478669;6066108
5478719;2516996
5478720;2516335
5478722;6796219
5478756;3872856
5478777;6729002
5478790;7150976
5478791;2516900
5478798;2481585
5478811;2530721
5478828;6774764
5478836;6884500
5478861;2486456
5478862;2491102
5478874;2516665
5478911;6034111
5478936;6361948
5478948;6683071
5478962;3938697
5478979;6033973
5478991;6696538
5478995;2499699
5479031;2516702
5479085;6715926
5479121;6320038
5479139;6320128
5479168;2554139
5479181;7151219
5479183;4141315
5479215;6716531
5479227;2553104
5479230;2529488
5479262;2494413
5479335;6774764
5479371;2515456
5479376;2493975
5479474;6693162
5479481;2493973
5479486;2509575
5479496;7151169
5479498;6790214
5479506;6836585
5479551;2541463
5479567;7151076
5479653;2485598
5479657;6765383
5479684;2517688
5479706;6838079
5479727;2540457
5479734;6361963
5479788;6034156
5479794;7151128
5479834;6797000
5479873;2486788
5479880;2516956
5479898;2532967
5479901;6320065
5479902;5335414
5479924;2518064
5479940;6066175
5479951;3939648
5479954;6820861
5479955;5335414
5479994;6786981
5480021;7151076
5480060;6867469
5480096;6661669
5480103;2535685
5480141;6362224
5480187;2532967
5480194;6812913
5480206;6717655
5480238;2551017
5480242;2553947
5480247;3939648
5480275;3940646
5480310;6885457
5480340;2535576
5480346;2534186
5480358;2540629
5480401;2548661
5480407;6883379
5480450;2491714
5480466;6034127
5480479;2482341
5480493;5504290
5480496;2482011
5480512;5504305
5480558;2779132
5480568;2548118
5480573;6802534
5480581;6786981
5480588;6662095
5480596;6811565
5480622;6648995
5480637;6757406
5480725;2508462
5480748;2500359
5480770;2481410
5480775;2520630
5480805;2494047
5480850;6827155
5480852;5504278
5480868;6697348
5480880;2528193
5480881;2485195
5480893;2486197
5480923;2529577
5480926;6776928
5480960;7151216
5481018;2491688
5481027;2487129
5481086;2483292
5481104;2542887
5481124;2490866
5481125;6757406
5481137;2491826
5481164;6669838
5481197;6706735
5481198;2493199
5481200;2516707
5481228;2518350
5481242;2537567
5481255;6362123
5481300;2486954
5481301;2486276
5481323;6675274
5481337;6827972
5481341;6974426
5481351;6871465
5481390;2497416
5481404;2508779
5481414;2506653
5481436;6784611
5481462;6320128
5481492;6034022
5481556;5746650
5481557;6786981
5481576;6767297
5481583;5388279
5481597;2494785
5481669;2494870
5481670;6362224
5481687;2536204
5481719;2481347
5481726;2515357
5481734;2497094
5481756;2492036
5481760;2494851
5481784;2541284
5481824;2539723
5481843;6974356
5481845;2491965
5481849;2547920
5481852;6683071
5481853;6704213
5481858;4713039
5481872;6827406
5481888;6754876
5481902;2540457
5481904;5335414
5481908;2545259
5481915;2488981
5481931;2550267
5481934;2541447
5481961;6812913
5481977;6861470
5481997;6736887
5482021;6776744
5482039;7150983
5482051;2529533
5482052;2535580
5482063;2528925
5482069;6362078
5482111;6797675
5482115;6362258
5482181;2486043
5482215;2486530
5482234;2491802
5482242;6718732
5482251;2529799
5482280;6771844
5482307;2529251
5482316;2535685
5482392;6867469
5482415;2542299
5482425;2485598
5482441;6694358
5482443;2482890
5482453;6661263
5482459;2546001
5482463;2524956
5482479;6320128
5482500;2517790
5482531;2506653
5482558;5388264
5482561;5504278
5482577;6725213
5482579;6715367
5482589;6362219
5482590;6760042
5482625;5504278
5482626;2483953
5482637;2485598
5482669;2492527
5482687;2489081
5482691;2486844
5482708;2495359
5482725;6754272
5482727;2540737
5482730;6860545
5482762;5659193
5482774;6845200
5482820;2540855
5482841;6810771
5482867;2495617
5482888;6034082
5482921;2485364
5482948;2487382
5482967;2516433
5482984;2533851
5482995;6661263
5482996;3873142
5483012;2516597
5483024;2494140
5483042;2542442
5483058;6654627
5483070;6716099
5483084;2493725
5483138;2518502
5483155;2492527
5483159;2490871
5483164;6874544
5483203;2494155
5483230;5659208
5483245;6704927
5483290;6827989
5483304;6362003
5483344;6836079
5483347;7151166
5483352;2547776
5483385;2517503
5483396;6702646
5483439;2498514
5483443;2507406
5483459;2499313
5483472;6673876
5483490;2535554
5483496;6830603
5483531;6320026
5483564;6740081
5483573;6833054
5483580;4309120
5483591;6066330
5483606;6600521
5483627;2518684
5483675;6676105
5483711;6812947
5483754;2504830
5483755;2499467
5483766;2516912
5483837;2486497
5483840;7151143
5483850;6790214
5483853;2549848
5483855;2534381
5483881;2483204
5483917;2493271
5483936;6756551
5483953;2517132
5483960;6034146
5483963;6362025
5483967;6796393
5483968;2493628
5483986;5388359
5484035;2492903
5484036;2499467
5484072;5746791
5484080;7151262
5484120;2549078
5484123;2480865
5484139;7150986
5484141;2553842
5484143;6066038
5484144;6320103
5484152;6748773
5484168;2520630
5484173;6827972
5484211;2492112
5484260;6837184
5484271;6034182
5484370;6885885
5484425;6655427
5484426;6320059
5484492;6776230
5484501;6813174
5484508;4141537
5484536;2484469
5484539;2553104
5484572;6725213
5484584;2481977
5484587;2551098
5484595;6034276
5484638;2535391
5484649;5388317
5484650;6874544
5484654;6820861
5484661;6846883
5484669;2517132
5484694;6736215
5484782;4141821
5484801;2540855
5484819;2528240
5484854;2544023
5484859;2493707
5484866;2499255
5484906;2529610
5484907;6818401
5484928;6654627
5484947;6320127
5484950;7151219
5484965;6749948
5485027;6362129
5485033;7151120
5485061;2501593
5485065;6066120
5485094;6737060
5485111;2524956
5485148;2529533
5485226;6810771
5485231;6877996
5485243;3872664
5485254;2529550
5485270;2539837
5485323;6783423
5485364;6827155
5485389;6362081
5485401;2517132
5485407;2539941
5485471;6974457
5485472;2536504
5485479;2493201
5485481;4707619
5485482;2549221
5485523;6877996
5485524;2535910
5485545;5504297
5485562;2549712
5485590;6716983
5485631;2491777
5485633;6839226
5485646;2529348
5485671;7151206
5485676;6859552
5485728;2517053
5485731;2499119
5485734;2546001
5485753;2539457
5485762;6034244
5485764;2528316
5485765;6361962
5485793;6653306
5485794;2538221
5485796;2494439
5485822;2554585
5485827;2547386
5485838;2541346
5485857;6765383
5485881;6854898
5485906;2540855
5485909;2492058
5485916;4566242
5485921;7151236
5485930;6362219
5485945;2533055
5485947;2481611
5485949;6678136
5485959;5746839
5485980;6853646
5486012;2552513
5486020;2528316
5486023;6716099
5486030;2500359
5486049;2532761
5486103;2553104
5486108;2497778
5486134;2494785
5486144;2497392
5486152;2497392
5486177;2549078
5486216;2499699
5486218;6832490
5486230;6788846
5486236;2498514
5486246;5746743
5486250;6784242
5486266;2528559
5486282;7151112
5486285;6797863
5486299;2487808
5486327;2492092
5486345;5659182
5486365;6836585
5486400;2486276
5486409;6714352
5486438;2493769
5486441;7151065
5486457;2481536
5486475;2485372
5486492;6650602
5486496;2499838
5486502;6713001
5486503;3872664
5486504;5388272
5486511;2497501
5486519;2493940
5486536;2499699
5486538;6600521
5486585;6651915
5486601;6600531
5486649;2490478
5486667;2553116
5486679;2526541
5486746;2541378
5486748;6034182
5486772;6361906
5486817;6754555
5486822;2495262
5486836;6660242
5486844;2516912
5486845;2516863
5486847;5335379
5486849;6728587
5486851;6853439
5486913;6836585
5486920;5659198
5486938;2528925
5486942;6792728
5486944;3872411
5486993;7151021
5487006;6713001
5487035;7151182
5487051;2528193
5487060;6362081
5487120;2532627
5487121;2529262
5487138;5388369
5487139;7150972
5487153;6845062
5487169;6669504
5487180;5335379
5487187;2515767
5487208;7151143
5487223;5746831
5487244;2536003
5487252;2539941
5487291;2553615
5487299;2482676
5487321;6839226
5487372;5746865
5487374;5659182
5487424;6701142
5487479;6361926
5487485;6666767
5487522;2548501
5487523;2554624
5487530;2497071
5487532;2497554
5487533;6034136
5487559;2519302
5487573;2485654
5487576;2531600
5487587;2483812
5487596;7151017
5487606;6687694
5487634;6854898
5487645;6860545
5487649;3939819
5487659;2534085
5487676;7150983
5487695;6880099
5487713;2550132
5487724;6034136
5487726;2486043
5487738;5659193
5487745;6034082
5487756;6856825
5487814;6827989
5487855;2486276
5487856;6774161
5487862;5504305
5487863;6716983
5487883;2553728
5487891;5659257
5487906;6034066
5487911;2533525
5487912;6361951
5487924;2492082
5487940;2543102
5487946;2553723
5487958;4713008
5487959;2553723
5487964;6320065
5487972;7151166
5487984;6678000
5488005;2533481
5488019;6876946
5488022;2516031
5488028;7151236
5488029;2551403
5488039;7151076
5488048;2535286
5488128;6721981
5488161;5659198
5488165;2494851
5488169;3769388
5488181;6694358
5488196;2517707
5488279;6858017
5488329;2499119
5488333;2507977
5488343;6672922
5488375;2513347
5488386;2489991
5488389;6810771
5488398;6361962
5488446;2480666
5488468;6746238
5488481;2485467
5488484;6362025
5488486;2496193
5488525;2549078
5488546;6838289
5488551;6651218
5488557;2494439
5488581;3872856
5488586;6320057
5488616;2505923
5488619;6792728
5488634;7151177
5488665;2501087
5488668;2495946
5488693;6827989
5488723;6788252
5488741;2498469
5488749;2501087
5488758;3872536
5488787;2533003
5488806;6715367
5488819;2548118
5488826;2493940
5488871;6850811
5488877;2492478
5488926;6066226
5488937;6874544
5488940;2491583
5489028;6033973
5489040;2530518
5489053;6671241
5489057;6684500
5489071;2539457
5489083;2538629
5489124;2553947
5489155;2485907
5489215;2529438
5489258;6974421
5489306;2554275
5489313;2528852
5489316;6974421
5489394;4500984
5489405;2525101
5489424;2541110
5489430;6725843
5489431;6785634
5489435;6860545
5489453;6034066
5489460;2529172
5489494;6805210
5489529;2537361
5489537;6877269
5489593;2497071
5489613;2518085
5489620;2482124
5489629;2540514
5489630;2496016
5489655;2508462
5489729;6754255
5489736;2499119
5489754;2537143
5489774;2518471
5489807;6714941
5489821;6874040
5489827;2541585
5489839;2518355
5489840;2545693
5489871;6693162
5489877;6727340
5489884;2490394
5489907;2502100
5489918;6974410
5489959;7151186
5489966;2529488
5489974;2494334
5489975;6669838
5490014;2502281
5490033;2486215
5490063;2551082
5490104;3872986
5490124;2480877
5490164;2486587
5490179;2520561
5490191;6066330
5490194;3872397
5490223;2486285
5490228;2492092
5490246;2482613
5490250;6034068
5490259;6034033
5490264;6320103
5490273;2536278
5490281;7151112
5490288;6683660
5490314;2518089
5490397;2551058
5490414;5388366
5490453;2485205
5490499;2501647
5490520;6673876
5490543;2498328
5490591;2516016
5490594;3872536
5490601;2552717
5490624;2534381
5490641;2536278
5490742;6773098
5490766;2528585
5490818;2490866
5490858;2481678
5490895;5659256
5490896;7151112
5490911;2528780
5490915;5504327
5490963;6797070
5490972;6034179
5490996;2533802
5491082;6362129
5491086;5746656
5491137;2487336
5491179;2536323
5491186;6733829
5491187;6754876
5491200;6716119
5491218;2550614
5491240;2508779
5491281;6678136
5491288;7151065
5491291;7151151
5491370;2493199
5491387;2535392
5491388;2554671
5491405;2525463
5491427;6034033
5491448;6736215
5491466;5504278
5491474;2533155
5491479;6854898
5491490;2481844
5491535;5659208
5491593;2486215
5491614;6600529
5491616;2492112
5491639;6659690
5491650;2491682
5491652;6320100
5491660;6362107
5491665;5659257
5491669;6813174
5491682;7151249
